"ID","Fecha registro","Estado","Municipio","Fecha hechos","Lugar hechos","Modalidad violencia","Conoce agresor","Hubo drogas","Hubo armas","Violencia Física","Violencia Psicológica","Violencia Sexual","Violencia Patrimonial","Violencia Económica","Violencia Otra"
"1421435","2023-03-16","Jalisco","Tlajomulco de Zúñiga","2023-03-12","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","0","1","0","0","0"
"1421459","2023-01-03","Jalisco","Guadalajara","2023-01-01","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","0","1","0","0","0"
"1421463","2023-02-06","Jalisco","Guadalajara","2023-01-28","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1421654","2023-03-02","Jalisco","Tlajomulco de Zúñiga","2023-02-10","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","1","0","0","0","0"
"1421657","2023-01-04","Jalisco","Zapopan","2022-12-23","Espacio particular","4 - En la comunidad","SI","Desconocido","SI","0","1","0","0","0","0"
"1421710","2023-01-30","Jalisco","San Pedro Tlaquepaque","2022-06-19","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1421727","2023-03-27","Jalisco","Ayutla","2023-03-15","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","0","0","0","0","0"
"1421775","2023-03-09","Jalisco","Zapopan","2023-03-04","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1421780","2023-03-03","Jalisco","Autlán de Navarro","2023-01-12","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1421814","2023-01-10","Jalisco","Guadalajara","2022-07-18","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1421820","2023-01-26","Jalisco","Zapopan","2023-01-11","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1421825","2023-01-30","Jalisco","Tala","2022-05-19","Espacio particular","1 - Familiar","SI","SI","Desconocido","1","0","0","0","0","0"
"1421901","2023-03-17","Jalisco","Guadalajara","2022-11-27","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1421927","2023-01-25","Jalisco","Guadalajara","2023-01-10","Espacio particular","4 - En la comunidad","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1421944","2023-03-28","Jalisco","Zapotlanejo","2023-02-01","Espacio particular","1 - Familiar","SI","SI","SI","1","0","0","0","1","0"
"1421952","2023-03-03","Jalisco","Zapotlanejo","2023-03-01","Espacio particular","1 - Familiar","SI","SI","Desconocido","0","1","0","0","0","0"
"1422013","2023-02-15","Jalisco","Tonalá","2023-01-19","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422087","2023-02-20","Jalisco","San Pedro Tlaquepaque","2023-02-03","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422244","2023-03-14","Jalisco","Puerto Vallarta","2023-02-09","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422263","2023-01-17","Jalisco","Zapopan","2022-12-25","Espacio público","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422282","2023-03-06","Jalisco","El Salto","2023-02-15","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422354","2023-01-10","Jalisco","Zapotlanejo","2022-12-26","Espacio particular","1 - Familiar","SI","Desconocido","NO","0","1","0","0","0","0"
"1422418","2023-01-02","Jalisco","Colotlán","2022-10-25","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422422","2023-03-16","Jalisco","Arandas","2023-03-12","Transporte privado","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422458","2023-03-29","Jalisco","Puerto Vallarta","2023-03-02","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422463","2023-03-03","Jalisco","Tlajomulco de Zúñiga","2023-01-19","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","1","0","0","0","0"
"1422544","2023-02-27","Jalisco","Tala","2022-04-14","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","0","0","0","0","0"
"1422546","2023-02-27","Jalisco","Tlajomulco de Zúñiga","2023-02-17","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422620","2023-01-18","Jalisco","Zapopan","2022-02-01","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1422624","2023-01-20","Jalisco","Tonalá","2023-01-07","Espacio particular","2 - Laboral","SI","NO","NO","0","1","0","0","0","0"
"1422648","2023-03-27","Jalisco","Zapopan","2023-03-22","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1422712","2023-02-09","Jalisco","La Barca","2023-01-31","Espacio particular","1 - Familiar","SI","Desconocido","NO","0","1","0","0","0","0"
"1422741","2023-03-14","Jalisco","Zapopan","2023-02-18","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1422796","2023-03-17","Jalisco","Puerto Vallarta","2023-03-06","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","0","0","0","1","0"
"1422802","2023-03-03","Jalisco","Guadalajara","2023-02-28","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1422839","2023-03-02","Jalisco","Guadalajara","2023-01-26","Espacio particular","1 - Familiar","SI","NO","SI","0","1","1","0","0","0"
